Genus,depth,Percent_Abundance,guild
Desulfosarcina_AB2,14.5,NA,1
Gallionella_AB1,14.5,0,5
Gallionella_AB2,14.5,0,5
Fe/SO42-,18.5,3.318097173,-9
SRB,18.5,1.405112578,-10
FeRB,18.5,0.253936009,-8
SOB,18.5,0.101574403,-7
FeOB,18.5,0,-6
Desulfobulbus_AB1,18.5,NA,2
Desulfobulbus_AB2,18.5,2.759437955,2
Desulfococcus_AB1,18.5,NA,1
Desulfococcus_AB2,18.5,0.220077874,1
Sva0081_sediment_group_AB1,18.5,NA,1
Sva0081_sediment_group_AB2,18.5,0.744878957,1
Arcobacter_AB1,18.5,NA,4
Arcobacter_AB2,18.5,0,4
Cocleimonas_AB1,18.5,NA,4
Cocleimonas_AB2,18.5,0.016929067,4
Thiobacillus_AB1,18.5,NA,4
Thiobacillus_AB2,18.5,0.016929067,4
Sulfurimonas_AB1,18.5,NA,4
Sulfurimonas_AB2,18.5,0.016929067,4
Sulfurovum_AB1,18.5,NA,4
Sulfurovum_AB2,18.5,0.050787202,4
Mariprofundus_AB1,18.5,NA,5
Mariprofundus_AB2,18.5,0,5
Deferrisoma_AB1,18.5,NA,3
Deferrisoma_AB2,18.5,0.135432538,3
Geobacter_AB1,18.5,NA,3
Geobacter_AB2,18.5,0.050787202,3
Geothermobacter_AB1,18.5,NA,3
Geothermobacter_AB2,18.5,0.050787202,3
Geopsychrobacter_AB1,18.5,NA,3
Geopsychrobacter_AB2,18.5,0,3
Sva1033_unclassified_AB1,18.5,NA,2
Sva1033_unclassified_AB2,18.5,0.558659218,2
Desulfuromusa_AB1,18.5,NA,3
Desulfuromusa_AB2,18.5,0.016929067,3
SEEP-SRB1_AB1,18.5,NA,1
SEEP-SRB1_AB2,18.5,0.270865075,1
Desulfobacula_AB1,18.5,NA,1
Desulfobacula_AB2,18.5,0.11850347,1
Desulfosarcina_AB1,18.5,NA,1
Desulfosarcina_AB2,18.5,0.050787202,1
Gallionella_AB1,18.5,NA,5
Gallionella_AB2,18.5,NA,5
