Genus,depth,Percent_Abundance,guild
Desulfobacula_AC1,13.5,0.16171417,1
Desulfobacula_AC2,13.5,0.133400033,1
Desulfosarcina_AC1,13.5,0.040428543,1
Desulfosarcina_AC2,13.5,0.033350008,1
Gallionella_AC1,13.5,0.020214271,5
Gallionella_AC2,13.5,0.033350008,5
Fe/SO42-,15.5,4.009887393,-9
SRB,15.5,1.084866795,-10
FeRB,15.5,0.329579785,-8
SOB,15.5,0.178522384,-7
FeOB,15.5,0.027464982,-6
Desulfobulbus_AC1,15.5,2.087338643,2
Desulfobulbus_AC2,15.5,NA,2
Desulfococcus_AC1,15.5,0.453172205,1
Desulfococcus_AC2,15.5,NA,1
Sva0081_sediment_group_AC1,15.5,0.343312277,1
Sva0081_sediment_group_AC2,15.5,NA,1
Arcobacter_AC1,15.5,0,4
Arcobacter_AC2,15.5,NA,4
Cocleimonas_AC1,15.5,0.013732491,4
Cocleimonas_AC2,15.5,NA,4
Thiobacillus_AC1,15.5,0.041197473,4
Thiobacillus_AC2,15.5,NA,4
Sulfurimonas_AC1,15.5,0.109859929,4
Sulfurimonas_AC2,15.5,NA,4
Sulfurovum_AC1,15.5,0.013732491,4
Sulfurovum_AC2,15.5,NA,4
Mariprofundus_AC1,15.5,0.027464982,5
Mariprofundus_AC2,15.5,NA,5
Deferrisoma_AC1,15.5,0.12359242,3
Deferrisoma_AC2,15.5,NA,3
Geobacter_AC1,15.5,0.068662455,3
Geobacter_AC2,15.5,NA,3
Geothermobacter_AC1,15.5,0.054929964,3
Geothermobacter_AC2,15.5,NA,3
Geopsychrobacter_AC1,15.5,0.013732491,3
Geopsychrobacter_AC2,15.5,NA,3
Sva1033_unclassified_AC1,15.5,1.92254875,2
Sva1033_unclassified_AC2,15.5,NA,2
Desulfuromusa_AC1,15.5,0.068662455,3
Desulfuromusa_AC2,15.5,NA,3
SEEP-SRB1_AC1,15.5,0.109859929,1
SEEP-SRB1_AC2,15.5,NA,1
Desulfobacula_AC1,15.5,0.151057402,1
Desulfobacula_AC2,15.5,NA,1
Desulfosarcina_AC1,15.5,0.027464982,1
Desulfosarcina_AC2,15.5,NA,1
Gallionella_AC1,15.5,0,5
Gallionella_AC2,15.5,NA,5
Fe/SO42-,16.5,NA,-9
SRB,16.5,NA,-10
FeRB,16.5,NA,-8
SOB,16.5,NA,-7
FeOB,16.5,NA,-6
Desulfobulbus_AC1,16.5,NA,2
Desulfobulbus_AC2,16.5,NA,2
Desulfococcus_AC1,16.5,NA,1
Desulfococcus_AC2,16.5,NA,1
Sva0081_sediment_group_AC1,16.5,NA,1
Sva0081_sediment_group_AC2,16.5,NA,1
Arcobacter_AC1,16.5,NA,4
Arcobacter_AC2,16.5,NA,4
Cocleimonas_AC1,16.5,NA,4
Cocleimonas_AC2,16.5,NA,4
Thiobacillus_AC1,16.5,NA,4
Thiobacillus_AC2,16.5,NA,4
Sulfurimonas_AC1,16.5,NA,4
Sulfurimonas_AC2,16.5,NA,4
Sulfurovum_AC1,16.5,NA,4
Sulfurovum_AC2,16.5,NA,4
Mariprofundus_AC1,16.5,NA,5
Mariprofundus_AC2,16.5,NA,5
Deferrisoma_AC1,16.5,NA,3
Deferrisoma_AC2,16.5,NA,3
Geobacter_AC1,16.5,NA,3
Geobacter_AC2,16.5,NA,3
Geothermobacter_AC1,16.5,NA,3
Geothermobacter_AC2,16.5,NA,3
Geopsychrobacter_AC1,16.5,NA,3
Geopsychrobacter_AC2,16.5,NA,3
Sva1033_unclassified_AC1,16.5,NA,2
Sva1033_unclassified_AC2,16.5,NA,2
Desulfuromusa_AC1,16.5,NA,3
Desulfuromusa_AC2,16.5,NA,3
SEEP-SRB1_AC1,16.5,NA,1
SEEP-SRB1_AC2,16.5,NA,1
Desulfobacula_AC1,16.5,NA,1
Desulfobacula_AC2,16.5,NA,1
Desulfosarcina_AC1,16.5,NA,1
Desulfosarcina_AC2,16.5,NA,1
Gallionella_AC1,16.5,NA,5
Gallionella_AC2,16.5,NA,5
Fe/SO42-,17.5,6.691609176,-9
SRB,17.5,2.11457505,-10
FeRB,17.5,0.601665761,-8
SOB,17.5,0.373035047,-7
FeOB,17.5,0.063447804,-6
Desulfobulbus_AC1,17.5,1.877133106,2
Desulfobulbus_AC2,17.5,1.432009627,2
Desulfococcus_AC1,17.5,0.341296928,1
Desulfococcus_AC2,17.5,0.312876053,1
Sva0081_sediment_group_AC1,17.5,0.472564978,1
Sva0081_sediment_group_AC2,17.5,0.312876053,1
Arcobacter_AC1,17.5,0,4
Arcobacter_AC2,17.5,0,4
Cocleimonas_AC1,17.5,0.039380415,4
Cocleimonas_AC2,17.5,0.036101083,4
Thiobacillus_AC1,17.5,0.05250722,4
Thiobacillus_AC2,17.5,0.048134777,4
Sulfurimonas_AC1,17.5,0.02625361,4
Sulfurimonas_AC2,17.5,0.120336943,4
Sulfurovum_AC1,17.5,0.02625361,4
Sulfurovum_AC2,17.5,0.024067389,4
Mariprofundus_AC1,17.5,0.039380415,5
Mariprofundus_AC2,17.5,0.024067389,5
Deferrisoma_AC1,17.5,0.144394854,3
Deferrisoma_AC2,17.5,0.180505415,3
Geobacter_AC1,17.5,0.05250722,3
Geobacter_AC2,17.5,0.048134777,3
Geothermobacter_AC1,17.5,0.02625361,3
Geothermobacter_AC2,17.5,0.036101083,3
Geopsychrobacter_AC1,17.5,0.02625361,3
Geopsychrobacter_AC2,17.5,0.012033694,3
Sva1033_unclassified_AC1,17.5,1.457075348,2
Sva1033_unclassified_AC2,17.5,1.925391095,2
Desulfuromusa_AC1,17.5,0.039380415,3
Desulfuromusa_AC2,17.5,0.036101083,3
SEEP-SRB1_AC1,17.5,0.144394854,1
SEEP-SRB1_AC2,17.5,0.132370638,1
Desulfobacula_AC1,17.5,0.131268049,1
Desulfobacula_AC2,17.5,0.204572804,1
Desulfosarcina_AC1,17.5,0.02625361,1
Desulfosarcina_AC2,17.5,0.036101083,1
Gallionella_AC1,17.5,0,5
Gallionella_AC2,17.5,0,5
Fe/SO42-,18.5,3.023352794,-9
SRB,18.5,1.501251042,-10
FeRB,18.5,0.375312761,-8
SOB,18.5,0.125104254,-7
FeOB,18.5,0.020850709,-6
Desulfobulbus_AC1,18.5,1.584653878,2
Desulfobulbus_AC2,18.5,NA,2
Desulfococcus_AC1,18.5,0.417014178,1
Desulfococcus_AC2,18.5,NA,1
Sva0081_sediment_group_AC1,18.5,0.458715596,1
Sva0081_sediment_group_AC2,18.5,NA,1
Arcobacter_AC1,18.5,0,4
Arcobacter_AC2,18.5,NA,4
Cocleimonas_AC1,18.5,0.020850709,4
Cocleimonas_AC2,18.5,NA,4
Thiobacillus_AC1,18.5,0.062552127,4
Thiobacillus_AC2,18.5,NA,4
Sulfurimonas_AC1,18.5,0.020850709,4
Sulfurimonas_AC2,18.5,NA,4
Sulfurovum_AC1,18.5,0.020850709,4
Sulfurovum_AC2,18.5,NA,4
Mariprofundus_AC1,18.5,0.020850709,5
Mariprofundus_AC2,18.5,NA,5
Deferrisoma_AC1,18.5,0.229357798,3
Deferrisoma_AC2,18.5,NA,3
Geobacter_AC1,18.5,0.041701418,3
Geobacter_AC2,18.5,NA,3
Geothermobacter_AC1,18.5,0.020850709,3
Geothermobacter_AC2,18.5,NA,3
Geopsychrobacter_AC1,18.5,0.020850709,3
Geopsychrobacter_AC2,18.5,NA,3
Sva1033_unclassified_AC1,18.5,1.438698916,2
Sva1033_unclassified_AC2,18.5,NA,2
Desulfuromusa_AC1,18.5,0.062552127,3
Desulfuromusa_AC2,18.5,NA,3
SEEP-SRB1_AC1,18.5,0.250208507,1
SEEP-SRB1_AC2,18.5,NA,1
Desulfobacula_AC1,18.5,0.333611343,1
Desulfobacula_AC2,18.5,NA,1
Desulfosarcina_AC1,18.5,0.041701418,1
Desulfosarcina_AC2,18.5,NA,1
Gallionella_AC1,18.5,0,5
Gallionella_AC2,18.5,NA,5
Fe/SO42-,19.5,2.616172704,-9
SRB,19.5,0.676911818,-10
FeRB,19.5,0.45737285,-8
SOB,19.5,0.256128796,-7
FeOB,19.5,0.054884742,-6
Desulfobulbus_AC1,19.5,NA,2
Desulfobulbus_AC2,19.5,1.445298207,2
Desulfococcus_AC1,19.5,NA,1
Desulfococcus_AC2,19.5,0.18294914,1
Sva0081_sediment_group_AC1,19.5,NA,1
Sva0081_sediment_group_AC2,19.5,0.256128796,1
Arcobacter_AC1,19.5,NA,4
Arcobacter_AC2,19.5,0,4
Cocleimonas_AC1,19.5,NA,4
Cocleimonas_AC2,19.5,0.018294914,4
Thiobacillus_AC1,19.5,NA,4
Thiobacillus_AC2,19.5,0.073179656,4
Sulfurimonas_AC1,19.5,NA,4
Sulfurimonas_AC2,19.5,0.146359312,4
Sulfurovum_AC1,19.5,NA,4
Sulfurovum_AC2,19.5,0.018294914,4
Mariprofundus_AC1,19.5,NA,5
Mariprofundus_AC2,19.5,0.054884742,5
Deferrisoma_AC1,19.5,NA,3
Deferrisoma_AC2,19.5,0.256128796,3
Geobacter_AC1,19.5,NA,3
Geobacter_AC2,19.5,0.054884742,3
Geothermobacter_AC1,19.5,NA,3
Geothermobacter_AC2,19.5,0.036589828,3
Geopsychrobacter_AC1,19.5,NA,3
Geopsychrobacter_AC2,19.5,0.018294914,3
Sva1033_unclassified_AC1,19.5,NA,2
Sva1033_unclassified_AC2,19.5,1.170874497,2
Desulfuromusa_AC1,19.5,NA,3
Desulfuromusa_AC2,19.5,0.09147457,3
SEEP-SRB1_AC1,19.5,NA,1
SEEP-SRB1_AC2,19.5,0.09147457,1
Desulfobacula_AC1,19.5,NA,1
Desulfobacula_AC2,19.5,0.109769484,1
Desulfosarcina_AC1,19.5,NA,1
Desulfosarcina_AC2,19.5,0.036589828,1
Gallionella_AC1,19.5,NA,5
Gallionella_AC2,19.5,0,5
